,fid,Address,Account Number,Meter Number,Route,Condition,Account_Number,geometry
262,58,170 HENNON DR,,1410187232,70,,,POINT Z (-85.1781678046025 34.3345847690344 0)
263,59,170 HENNON DR,,1410197692,70,,,POINT Z (-85.1781638732302 34.3345830881591 0)
264,60,170 HENNON DR,,1481621278,70,,,POINT Z (-85.1781664392558 34.334578104599 0)
265,61,170 HENNON DR,,1410187020,70,,,POINT Z (-85.1781684058045 34.3345796961944 0)
266,62,170 HENNON DR,,1540825068,70,,,POINT Z (-85.1781669008046 34.3345854359225 0)
267,63,170 HENNON DR,,1831305737,70,,,POINT Z (-85.1781689822602 34.3345883240145 0)
268,64,170 HENNON DR,,1410187034,70,,,POINT Z (-85.1781739978936 34.334584338324 0)
269,65,170 HENNON DR,,1410197724,70,,,POINT Z (-85.178176843537 34.3345810374813 0)
270,66,180 HENNON DR,,1410197628,70,,,POINT Z (-85.1786101389546 34.3345941878267 0)
271,67,180 HENNON DR,,1852471804,70,,,POINT Z (-85.1786181774327 34.3345829281644 0)
272,68,180 HENNON DR,,1410197620,70,,,POINT Z (-85.1786171606369 34.3345828931638 0)
273,69,180 HENNON DR,,1430090766,70,,,POINT Z (-85.1786209818353 34.3345883932822 0)
274,70,180 HENNON DR,,1832305984,70,,,POINT Z (-85.1786172933021 34.3345811850323 0)
275,71,180 HENNON DR,,1430093232,70,,,POINT Z (-85.1786212567871 34.3345799918638 0)
276,72,180 HENNON DR,,1852308818,70,,,POINT Z (-85.1786164317516 34.3345905243444 0)
277,73,190 HENNON DR,,1410197712,70,,,POINT Z (-85.1786330404917 34.3345911694706 0)
278,74,190 HENNON DR,,1850418892,70,,,POINT Z (-85.1786330253809 34.3345910998933 0)
279,75,190 HENNON DR,,1852635315,70,,,POINT Z (-85.1786457162456 34.334573499668 0)
280,76,190 HENNON DR,,1831645978,70,,,POINT Z (-85.178644710772 34.3345756111889 0)
281,77,190 HENNON DR,,1410197440,70,,,POINT Z (-85.1786260982765 34.3346016847456 0)
282,78,190 HENNON DR,,1410197236,70,,,POINT Z (-85.1786333856648 34.3345947226601 0)
283,79,190 HENNON DR,,1430090724,70,,,POINT Z (-85.1786386032389 34.3345841320998 0)
284,80,190 HENNON DR,,1831847742,70,,,POINT Z (-85.1786334197402 34.3345911529244 0)
285,81,200 HENNON DR,,1410197388,70,,,POINT Z (-85.1791123798916 34.334575218228 0)
286,82,200 HENNON DR,,1410197332,70,,,POINT Z (-85.1791057168375 34.3345832361339 0)
287,83,200 HENNON DR,,1852665214,70,,,POINT Z (-85.1791116836262 34.3345757991404 0)
288,84,200 HENNON DR,,1410195700,70,,,POINT Z (-85.1791002698143 34.3345905659982 0)
289,85,200 HENNON DR,,1410187026,70,,,POINT Z (-85.1790980424809 34.3345954068589 0)
290,86,200 HENNON DR,,1410182534,70,,,POINT Z (-85.1790954951391 34.334599863911 0)
291,87,200 HENNON DR,,1852461388,70,,,POINT Z (-85.1791015403331 34.334597744406 0)
292,88,200 HENNON DR,,1471892786,70,,,POINT Z (-85.179101178797 34.3345975771083 0)
293,89,208 HENNON DR,,1831081264,70,,,POINT Z (-85.1793286287717 34.3347247559085 0)
294,90,208 HENNON DR,,1410197720,70,,,POINT Z (-85.1793162370231 34.3347769984418 0)
295,91,208 HENNON DR,,1853031223,70,,,POINT Z (-85.1793201554414 34.3349957499801 0)
296,92,208 HENNON DR,,1481698676,70,,,POINT Z (-85.1793221107917 34.33507085493 0)
297,93,208 HENNON DR,,1850421781,70,,,POINT Z (-85.1793352282155 34.3353079110111 0)
298,94,208 HENNON DR,,1410195774,70,,,POINT Z (-85.1793263149129 34.3353450334355 0)
299,95,208 HENNON DR,,1541523422,70,,,POINT Z (-85.1793246435527 34.3355619018667 0)
300,96,208 HENNON DR,,1831877832,70,,,POINT Z (-85.1793271483196 34.335637321429 0)
301,97,220 HENNON DR,,1852640855,70,,,POINT Z (-85.1794503293797 34.3356486422384 0)
302,98,220 HENNON DR,,1852389171,70,,,POINT Z (-85.1794705959682 34.3355207626283 0)
303,99,220 HENNON DR,,1410197666,70,,,POINT Z (-85.1794745767757 34.335461707667 0)
304,100,220 HENNON DR,,1832534297,70,,,POINT Z (-85.1794577688931 34.3350586803277 0)
305,101,220 HENNON DR,,1410195768,70,,,POINT Z (-85.1794578997347 34.3350133985309 0)
306,102,220 HENNON DR,,1410191370,70,,,POINT Z (-85.1794511348437 34.3347683574168 0)
307,103,220 HENNON DR,,1410197586,70,,,POINT Z (-85.1794604688573 34.3347330867863 0)
308,104,224 HENNON DR,,1831642348,70,,,POINT Z (-85.1798365997585 34.3347319009157 0)
309,105,224 HENNON DR,,1852277422,70,,,POINT Z (-85.1798431623045 34.3347630762377 0)
310,106,224 HENNON DR,,1481689542,70,,,POINT Z (-85.1798170331949 34.3350387907863 0)
311,107,224 HENNON DR,,1481691846,70,,,POINT Z (-85.1798304276822 34.3350578523282 0)
312,108,224 HENNON DR,,1832530099,70,,,POINT Z (-85.1798249706318 34.3354748118737 0)
313,109,224 HENNON DR,,1852457217,70,,,POINT Z (-85.1798292237415 34.3354918031134 0)
314,110,224 HENNON DR,,1852277413,70,,,POINT Z (-85.1798313639023 34.3356399120487 0)
315,111,228 HENNON DR,,1831074562,70,,,POINT Z (-85.1799349976411 34.3356628776756 0)
316,112,228 HENNON DR,,1481711028,70,,,POINT Z (-85.1799526252053 34.3356099119599 0)
317,113,228 HENNON DR,,1850538990,70,,,POINT Z (-85.1799622775123 34.3353466922926 0)
318,114,228 HENNON DR,,1832237075,70,,,POINT Z (-85.179959755244 34.3353149171736 0)
319,115,228 HENNON DR,,1481710762,70,,,POINT Z (-85.1799708884982 34.3350714728452 0)
320,116,228 HENNON DR,,1850609935,70,,,POINT Z (-85.179957298711 34.3350299630869 0)
321,117,228 HENNON DR,,1410197668,70,,,POINT Z (-85.1799730727373 34.3347723795186 0)
322,118,228 HENNON DR,,1852637966,70,,,POINT Z (-85.1799690173639 34.3347344741806 0)
323,119,232 HENNON DR,,1410187234,70,,,POINT Z (-85.1803382874892 34.3347309338243 0)
324,120,232 HENNON DR,,1540851130,70,,,POINT Z (-85.1803452886577 34.3347297214221 0)
325,121,232 HENNON DR,,1491069710,70,,,POINT Z (-85.1803440436912 34.3347907737755 0)
326,122,234 HENNON DR,,1831081344,70,,,POINT Z (-85.1803480514586 34.3350444316361 0)
327,123,234 HENNON DR,,1834533931,70,,,POINT Z (-85.1803425372499 34.3351063589654 0)
328,124,234 HENNON DR,,1831647716,70,,,POINT Z (-85.1803510450109 34.3353426111608 0)
329,125,234 HENNON DR,,1491092146,70,,,POINT Z (-85.1803555953531 34.3353597037038 0)
330,126,236 HENNON DR,,1471087274,70,,,POINT Z (-85.1804849910106 34.3350749469685 0)
331,127,236 HENNON DR,,1540816992,70,,,POINT Z (-85.1804800612649 34.3350757453129 0)
332,128,236 HENNON DR,,1852276783,70,,,POINT Z (-85.1804835177819 34.3350520776245 0)
333,129,238 HENNON DR,,1852277609,70,,,POINT Z (-85.1804981295782 34.3348168759411 0)
334,130,238 HENNON DR,,1834489161,70,,,POINT Z (-85.1804797672383 34.334772745619 0)
335,131,1232 OLD SVILLE RD,,1831654657,70,,,POINT Z (-85.1811448184081 34.3348416876789 0)
336,132,1232 OLD SVILLE RD,,1852548972,70,,,POINT Z (-85.1811565294376 34.3348965368954 0)
337,133,1232 OLD SVILLE RD,,1481698330,70,,,POINT Z (-85.1811471482038 34.33504075476 0)
338,134,1239 OLD SVILLE RD,,1852277777,70,,,POINT Z (-85.1813246903161 34.3350679555261 0)
339,135,1246 OLD SVILLE RD,,1831650616,70,,,POINT Z (-85.1811335769134 34.3354119918202 0)
340,136,1256 OLD SVILLE RD,,1470304922,70,,,POINT Z (-85.1812187844883 34.3356489370793 0)
341,137,1259 OLD SVILLE DR,,1850528093,70,,,POINT Z (-85.1813235999541 34.335618582753 0)
342,138,1266 OLD SVILLE RD,,1852387627,70,,,POINT Z (-85.181165282912 34.335939493617 0)
343,139,1279 OLD SVILLE RD,,1852666535,70,,,POINT Z (-85.1812713369215 34.3362338005796 0)
344,140,1278 OLD SVILLE RD,,1832237852,70,,,POINT Z (-85.1811229025797 34.3363430016092 0)
345,141,1290 OLD SVILLE RD,,1852665604,70,,,POINT Z (-85.1810181637599 34.3365281043127 0)
346,142,1297 OLD SVILLE RD,,1832505341,70,,,POINT Z (-85.1811271832661 34.3367353593366 0)
347,143,1300 OLD SVILLE RD,,1831653979,70,,,POINT Z (-85.180926610524 34.3368331149519 0)
348,144,1309 OLD SVILLE RD,,1852277420,70,,,POINT Z (-85.181040493529 34.3369741725132 0)
349,145,1310 OLD SVILLE RD,,1853088474,70,,,POINT Z (-85.1808556062008 34.3371125617294 0)
350,146,1321 OLD SVILLE RD,,1481696778,70,,,POINT Z (-85.1809359798695 34.3373091147964 0)
351,147,1322 OLD SVILLE RD,,1850427764,70,,,POINT Z (-85.1807689721301 34.3373799080336 0)
352,148,1339 OLD SVILLE RD,,1852276672,70,,,POINT Z (-85.1808363443798 34.3376248056412 0)
353,149,1334 OLD SVILLE RD,,1490540856,70,,,POINT Z (-85.1806623076761 34.3376341230644 0)
354,150,1342 OLD SVILLE RD,,1850613407,70,,,POINT Z (-85.1805502251686 34.3379404197245 0)
355,151,1351 OLD SVILLE RD,,1450371046,70,,,POINT Z (-85.1806712009897 34.338067931769 0)
356,152,41 BENT OAK TR,,1450367252,70,,,POINT Z (-85.1804312099961 34.3383102129764 0)
357,153,1627 OLD SVILLE RD,,1471919906,70,,,POINT Z (-85.1796996563195 34.3457670512439 0)
358,154,1632 OLD SVILLE RD,,1852277415,70,,,POINT Z (-85.1795960937436 34.3457687981386 0)
359,155,1644 OLD SVILLE RD,,1831079257,70,,,POINT Z (-85.1795678274355 34.3460402518927 0)
360,156,1652 OLD SVILLE RD,,1852475906,70,,,POINT Z (-85.1795221831435 34.346246976929 0)
361,157,2 HUMMINGBIRD PL,,1850634347,70,,,POINT Z (-85.1792002199323 34.3466677734218 0)
362,158,2 HUMMINGBIRD PL,,1850538652,70,,,POINT Z (-85.1792045664112 34.346665566891 0)
363,159,4 HUMMINGBIRD PL,,1850634515,70,,,POINT Z (-85.1788900781438 34.3466638026464 0)
364,160,4 HUMMINGBIRD PL,,1852475052,70,,,POINT Z (-85.178890010388 34.3466538094021 0)
365,161,6 HUMMINGBIRD PL,,1850633281,70,,,POINT Z (-85.1785750255558 34.3466594293238 0)
366,162,6 HUMMINGBIRD PL,,1852387602,70,,,POINT Z (-85.178573540952 34.3466588683863 0)
367,163,8 HUMMINGBIRD PL,,1450370096,70,,,POINT Z (-85.1782525273724 34.346656922431 0)
368,164,8 HUMMINGBIRD PL,,1450367330,70,,,POINT Z (-85.178246230867 34.3466579374957 0)
369,165,10 HUMMINGBIRD PL,,1850634767,70,,,POINT Z (-85.1779708145976 34.3466515164303 0)
370,166,10 HUMMINGBIRD PL,,1850651590,70,,,POINT Z (-85.1779446148102 34.3466474881044 0)
371,167,12 HUMMINGBIRD PL,,1852663895,70,,,POINT Z (-85.1776595859653 34.3466212426288 0)
372,168,12 HUMMINGBIRD PL,,1832218525,70,,,POINT Z (-85.1776582855016 34.3466215669623 0)
373,169,14 HUMMINGBIRD PL,,1850527959,70,,,POINT Z (-85.1773469620177 34.3465941335072 0)
374,170,14 HUMMINGBIRD PL,,1832236516,70,,,POINT Z (-85.1773375548013 34.3465967087395 0)
375,171,13 HUMMINGBIRD PL,,1850648247,70,,,POINT Z (-85.1772493841816 34.3467759469753 0)
376,172,13 HUMMINGBIRD PL,,1850283842,70,,,POINT Z (-85.1772554567924 34.3467726170271 0)
377,173,11 HUMMINGBIRD PL,,1832230457,70,,,POINT Z (-85.1775612318916 34.3468046983515 0)
378,174,11 HUMMINGBIRD PL,,1831872606,70,,,POINT Z (-85.1775583098535 34.3468053676461 0)
379,175,9 HUMMINGBIRD PLACE,,1850633158,70,,,POINT Z (-85.1778749870203 34.3467975357484 0)
380,176,9 HUMMINGBIRD PL,,1850632464,70,,,POINT Z (-85.1778789894542 34.3467984902857 0)
381,177,7 HUMMINGBIRD PL,,1850630634,70,,,POINT Z (-85.1781729626401 34.3467977229135 0)
382,178,7 HUMMINGBIRD PL,,1852475708,70,,,POINT Z (-85.1781740917153 34.3467962583967 0)
383,179,5 HUMMINGBIRD PL,,1850285916,70,,,POINT Z (-85.1784603204241 34.3468056773634 0)
384,180,5 HUMMINGBIRD PL,,1832306213,70,,,POINT Z (-85.1784618925361 34.3468029623634 0)
385,181,3 HUMMINGBIRD PL,,1850635209,70,,,POINT Z (-85.1787860096518 34.346802883834 0)
386,182,3 HUMMINGBIRD PL,,1850286653,70,,,POINT Z (-85.1787944064673 34.3468014680076 0)
387,183,1 HUMMINGBIRD PL,,1850538930,70,,,POINT Z (-85.1790736276928 34.3468038264183 0)
388,184,1 HUMMINGBIRD PL,,1852475445,70,,,POINT Z (-85.1790707902854 34.3468050076047 0)
389,185,1671 OLD SVILLE RD,,1852279792,70,,,POINT Z (-85.1795823485872 34.3468029425694 0)
390,186,1690 OLD SVILLE RD,,1850538912,70,,,POINT Z (-85.179232969257 34.3472326503324 0)
391,187,1690 OLD SVILLE RD,,1832534288,70,,,POINT Z (-85.1792335418982 34.3472375431472 0)
392,188,1692 OLD SVILLE RD,,1832534289,70,,,POINT Z (-85.1792338700595 34.3472469540646 0)
393,189,1692 OLD SVILLE RD,,1850538932,70,,,POINT Z (-85.179228007909 34.347251789225 0)
394,190,1688 OLD SVILLE RD,,1831872613,70,,,POINT Z (-85.179222920463 34.3472846184873 0)
395,191,1694 OLD SVILLE RD,,1850538669,70,,,POINT Z (-85.179137952188 34.3474223662811 0)
396,192,1694 OLD SVILLE RD,,1832321103,70,,,POINT Z (-85.1791426058628 34.3474284622528 0)
397,193,1696 OLD SVILLE RD,,1850428098,70,,,POINT Z (-85.1791386918631 34.3474293521996 0)
398,194,1696 OLD SVILLE RD,,1850431920,70,,,POINT Z (-85.1791389159334 34.3474326091692 0)
399,195,2 CRABAPPLE LANE,,1831081337,70,,,POINT Z (-85.179527472501 34.3473513082567 0)
400,196,4 CRABAPPLE LANE,,1481712330,70,,,POINT Z (-85.1795294934363 34.3473511296083 0)
401,197,6 CRABAPPLE LANE,,1832239723,70,,,POINT Z (-85.1797301143071 34.3474270755338 0)
402,198,8 CRABAPPLE LANE,,1831081338,70,,,POINT Z (-85.17973795698 34.3474297330536 0)
403,199,10 CRABAPPLE LANE,,1831079417,70,,,POINT Z (-85.1800046317263 34.3475048769039 0)
404,200,12 CRABAPPLE LANE,,1852548941,70,,,POINT Z (-85.1800066331275 34.3475063541539 0)
405,201,14 CRABAPPLE LANE,,1832230107,70,,,POINT Z (-85.1802738794338 34.3475502493712 0)
406,202,16 CRABAPPLE LANE,,1481689552,70,,,POINT Z (-85.1802833419964 34.3475521574726 0)
407,203,18 CRABAPPLE LANE,,1481710954,70,,,POINT Z (-85.1804628732491 34.3475899000264 0)
408,204,1711 OLD SVILLE RD,,1850490518,70,,,POINT Z (-85.1791013645613 34.3479115279495 0)
409,205,20 CRABAPPLE LANE,,1410170352,70,,,POINT Z (-85.180470731068 34.3476051141266 0)
410,206,20 CRABAPPLE LANE,,1540832622,70,,,POINT Z (-85.1804709230273 34.3475845511208 0)
411,207,22 CRABAPPLE LN,,1540850202,70,,,POINT Z (-85.1805640839841 34.3475314866756 0)
412,208,24 CRABAPPLE LN,,1540765348,70,,,POINT Z (-85.1805607533925 34.3475189325152 0)
413,209,19 CRABAPPLE LN,,1830663762,70,,,POINT Z (-85.1805717133033 34.3473880326276 0)
414,210,17 CRABAPPLE LN,,1481713036,70,,,POINT Z (-85.1805752791787 34.3473822390164 0)
415,211,15 CRABAPPLE LANE,,1481710962,70,,,POINT Z (-85.1803524634667 34.3473384883822 0)
416,212,13 CRABAPPLE LANE,,1850538668,70,,,POINT Z (-85.1803401575654 34.3473377840436 0)
417,213,11 CRABAPPLE LN,,1832312264,70,,,POINT Z (-85.1800749459629 34.3473538269997 0)
418,214,9 CRABAPPLE LN,,1850632699,70,,,POINT Z (-85.1800589208119 34.3473525165688 0)
419,215,7 CRABAPPLE LANE,,1410245324,70,,,POINT Z (-85.1798172073718 34.3473102111227 0)
420,216,1718 OLD SVILLE RD,,1850634510,70,,,POINT Z (-85.1789139873564 34.3480228142885 0)
421,217,5 CRABAPPLE LANE,,1410245362,70,,,POINT Z (-85.1798040009912 34.3473027065285 0)
422,218,3 CRABAPPLE LANE,,1832505603,70,,,POINT Z (-85.1795665640447 34.3472453314112 0)
423,219,1 CRABAPPLE LANE,,1850489465,70,,,POINT Z (-85.1795668913312 34.3472450793439 0)
424,220,41 CENTRAL GROVE RD,,1850635000,70,,,POINT Z (-85.1789148269382 34.3483080014103 0)
425,221,1708 OLD SVILLE RD,,1541502948,70,,,POINT Z (-85.1790239978029 34.3477431590378 0)
426,222,1710 OLD SVILLE RD,,1831079258,70,,,POINT Z (-85.1790177272492 34.3477491633019 0)
427,223,1720 OLD SVILLE RD,,1852387626,70,,,POINT Z (-85.1788997097825 34.3480288189383 0)
428,224,1744 OLD SVILLE RD,,1852503243,70,,,POINT Z (-85.1784858421395 34.3486485903273 0)
429,225,1754 OLD SVILLE RD,,1850538694,70,,,POINT Z (-85.17829977336 34.3488929277186 0)
430,226,192 CENTRAL GROVE ROAD,,1852645483,70,,,POINT Z (-85.1847895650061 34.3490830055803 0)
431,227,218 CENTRAL GROVE RD,,1490652748,70,,,POINT Z (-85.1859326376353 34.349122598177 0)
432,228,30 CENTRAL GROVE RD,,1490610962,70,,,POINT Z (-85.1792106142527 34.349026888195 0)
433,229,38 CENTRAL GROVE,,1471622820,70,,,POINT Z (-85.1795259617154 34.3490295768463 0)
434,230,58 CENTRAL GROVE RD,,1105127115,70,,,POINT Z (-85.1800289595833 34.3490465391459 0)
435,231,108 CENTRAL GROVE RD,,1852468179,70,,,POINT Z (-85.1817639137419 34.3490470799021 0)
436,232,116 CENTRAL GROVE RD,,1831873664,70,,,POINT Z (-85.1821871846252 34.3490258827687 0)
437,233,128 CENTRAL GROVE RD,,1852279301,70,,,POINT Z (-85.1823865925435 34.3490203729014 0)
438,234,136 CENTRAL GROVE RD,,1471799068,70,,,POINT Z (-85.1827044582773 34.349017255729 0)
439,235,148 CENTRAL GROVE RD,,1471338404,70,,,POINT Z (-85.1831274860373 34.3490541983581 0)
440,236,156 CENTRAL GROVE RD,,1481707190,70,,,POINT Z (-85.1835032434722 34.3490860986921 0)
441,237,156 CENTRAL GROVE RD,,1540819126,70,,,POINT Z (-85.183536623274 34.3490430227447 0)
442,238,164 CENTRAL GROVE RD,,1852309492,70,,,POINT Z (-85.1838087006308 34.3490584534111 0)
443,239,172 CENTRAL GROVE RD,,1470949592,70,,,POINT Z (-85.184221958359 34.3490716937665 0)
444,240,1 BUGGY RIDE CT,,1491021830,70,,,POINT Z (-85.1804535168035 34.3498321308472 0)
445,241,2 BUGGY RIDE CT,,1850632655,70,,,POINT Z (-85.1803418016597 34.3497152652698 0)
446,242,3 BUGGY RIDE COURT,,1850245156,70,,,POINT Z (-85.1802780742734 34.3499499843072 0)
447,243,4 BUGGY RIDE,,1471616404,70,,,POINT Z (-85.1799625750696 34.3498793696823 0)
448,244,5 BUGGY RIDE,,1852457180,70,,,POINT Z (-85.1800026299259 34.350084357052 0)
449,245,6 BUGGY RIDE CT,,1850635095,70,,,POINT Z (-85.1799161834963 34.3499873585516 0)
450,246,3 HITCHIN POST DR,,1471527168,70,,,POINT Z (-85.1808717370916 34.3497440123172 0)
451,247,5 HITCHING POST,,1852634953,70,,,POINT Z (-85.1811871478414 34.3499813782131 0)
452,248,7 HITCHIN  POST,,1482109804,70,,,POINT Z (-85.1813597566034 34.3501405724641 0)
453,249,9 HITCHING POST DR,,1832534294,70,,,POINT Z (-85.1819640385112 34.3504197569243 0)
454,250,4 WHITETAIL RIDGE,,1540847862,70,,,POINT Z (-85.1856269985193 34.3539042170704 0)
455,251,7 WHITETAIL RIDGE RD,,1850430636,70,,,POINT Z (-85.1850610844655 34.3540610553123 0)
456,252,13 WHITETAIL RIDGE,,1852335660,70,,,POINT Z (-85.1843745743502 34.35418595369 0)
457,253,1 WALKING HORSE DR,,1471617418,70,,,POINT Z (-85.1793623823993 34.3510768372704 0)
458,254,3 WALKING HORSE DR,,1852543984,70,,,POINT Z (-85.1796521665804 34.3510478065981 0)
459,255,4 WALKING HORSE DR,,1450265092,70,,,POINT Z (-85.1799730203815 34.3511676999259 0)
460,256,5 WALKING HORSE DR,,1450086162,70,,,POINT Z (-85.1800015424739 34.3510298546376 0)
461,257,6 WALKING HORSE DR,,1450069534,70,,,POINT Z (-85.1802667539656 34.3511339111349 0)
462,258,7 WALKING HORSE DR,,1834531813,70,,,POINT Z (-85.1804030324065 34.3509527973366 0)
463,259,24 QUARTER HORSE DR,,1491082050,70,,,POINT Z (-85.177388605793 34.3523848067477 0)
464,260,8 WALKING HORSE DR,,1541529614,70,,,POINT Z (-85.1805393820622 34.3510528788304 0)
465,261,9 WALKING HORSE DR,,1471612956,70,,,POINT Z (-85.1807659932833 34.3508291853845 0)
466,262,10 WALKING HORSE DR,,1470404038,70,,,POINT Z (-85.1808506947936 34.3509415386892 0)
467,263,11 WALKING HORSE DR,,1481689582,70,,,POINT Z (-85.1810003764393 34.3507539519612 0)
468,264,12 WALKING HORSE,,1471006722,70,,,POINT Z (-85.1811437379333 34.3508394071081 0)
469,265,14 WALKING HORSE,,1470974420,70,,,POINT Z (-85.1815352794738 34.3507035663521 0)
470,266,16 WALKING HORSE DR,,1471045992,70,,,POINT Z (-85.1819073464724 34.3505667604049 0)
471,267,18 WALKING HORSE DR,,1852299286,70,,,POINT Z (-85.1822859445698 34.3504675862257 0)
472,268,19 WALKING HORSE DR,,1470966734,70,,,POINT Z (-85.1824786744763 34.3502832107271 0)
473,269,20 WALKING HORSE,,1450037898,70,,,POINT Z (-85.1826122806198 34.3503886064344 0)
474,270,21 WALKING HORSE DR,,1471046334,70,,,POINT Z (-85.1828001323305 34.3502278543658 0)
475,271,22 WALKING HORSE DR,,1831877837,70,,,POINT Z (-85.1828523020734 34.3503573776791 0)
476,272,23 WALKING HORSE DR,,1471466250,70,,,POINT Z (-85.1831531933245 34.3501847291845 0)
477,273,24 WALKING HORSE DR,,1850490966,70,,,POINT Z (-85.1832486667421 34.3503017054773 0)
478,274,25 WALKING HORSE DR,,1831077031,70,,,POINT Z (-85.1835249383873 34.350152355949 0)
479,275,26 WALKING HORSE,,1852309644,70,,,POINT Z (-85.1835764819503 34.3502880113654 0)
480,276,27 WALKING HORSE DR,,1850390179,70,,,POINT Z (-85.1838288682632 34.3501473791097 0)
481,277,28 WALKING HORSE DR,,1850634934,70,,,POINT Z (-85.1838299975044 34.3502853629853 0)
482,278,29 WALKING HORSE DR,,1853085779,70,,,POINT Z (-85.1842468718695 34.350156380308 0)
483,279,30 WALKING HORSE DR,,1832534107,70,,,POINT Z (-85.1842502172241 34.3502906634285 0)
484,280,33 WALKING HORSE DR,,1832350137,70,,,POINT Z (-85.185151873403 34.3501783000004 0)
485,281,35 WALKING HORSE DR,,1850418822,70,,,POINT Z (-85.1851737823947 34.3501764221183 0)
486,282,3 BATTLE FARM RD,,1830671438,70,,,POINT Z (-85.1865087839927 34.3493854846804 0)
487,283,9 BATTLE FARM RD,,1834387985,70,,,POINT Z (-85.186515182435 34.3504597741433 0)
488,284,19 BATTLE FARM RD,,1834492997,70,,,POINT Z (-85.1864801459476 34.3518398738221 0)
489,285,23 BATTLE FARM RD,,1852340264,70,,,POINT Z (-85.1864453421069 34.3524002040927 0)
490,286,35 BATTLE FARM RD,,1850612982,70,,,POINT Z (-85.1864750774258 34.354053485711 0)
491,287,39 BATTLEFARM RD,,1850536762,70,,,POINT Z (-85.1865295245109 34.3543082645564 0)
492,288,8 TROTTERS LN,,1832343505,70,,,POINT Z (-85.1852423887123 34.3514374683044 0)
493,289,23 TROTTERS LN NW,,1490636036,70,,,POINT Z (-85.1824908577896 34.3517995954812 0)
494,290,0 OLD SVILLE RD,,1850285847,70,,,POINT Z (-85.1775741734398 34.3500393936967 0)
495,291,1 QUARTER HORSE DR,,1852475031,70,,,POINT Z (-85.1779044391931 34.3500090432322 0)
496,292,2 QUARTER HORSE DR,,1852545256,70,,,POINT Z (-85.1776159089964 34.3500586655632 0)
497,293,4 QUARTER HORSE DR,,1832239494,70,,,POINT Z (-85.1783253866129 34.3501845912121 0)
498,294,5 QUARTER HORSE,,1470696156,70,,,POINT Z (-85.178693049449 34.350174299343 0)
499,295,6 QUARTER HORSE DR,,1833017678,70,,,POINT Z (-85.1785663561877 34.3502843924946 0)
